County,State,Population,Income,State_Abrev,FIPS_Code
herkimer county,new york,59937,60561.0,ny,36043
jefferson county,new york,116295,58271.0,ny,36045
kings county,new york,2641052,67753.0,ny,36047
lewis county,new york,26573,60049.0,ny,36049
livingston county,new york,61578,64467.0,ny,36051
madison county,new york,67658,63312.0,ny,36053
monroe county,new york,755160,66317.0,ny,36055
montgomery county,new york,49558,53533.0,ny,36057
nassau county,new york,1390907,126576.0,ny,36059
new york county,new york,1576876,93956.0,ny,36061
niagara county,new york,211653,60834.0,ny,36063
oneida county,new york,230274,61733.0,ny,36065
onondaga county,new york,473236,66012.0,ny,36067
ontario county,new york,112508,70694.0,ny,36069
orange county,new york,404525,85640.0,ny,36071
orleans county,new york,40191,54882.0,ny,36073
oswego county,new york,117387,61983.0,ny,36075
otsego county,new york,58123,60523.0,ny,36077
putnam county,new york,97936,111617.0,ny,36079
queens county,new york,2331143,75886.0,ny,36081
rensselaer county,new york,160232,76731.0,ny,36083
richmond county,new york,493494,89427.0,ny,36085
rockland county,new york,339227,99707.0,ny,36087
st. lawrence county,new york,108051,54351.0,ny,36089
saratoga county,new york,237359,90800.0,ny,36091
schenectady county,new york,158089,69891.0,ny,36093
schoharie county,new york,29863,64220.0,ny,36095
schuyler county,new york,17752,56437.0,ny,36097
seneca county,new york,33688,59086.0,ny,36099
steuben county,new york,92948,58652.0,ny,36101
suffolk county,new york,1526344,111660.0,ny,36103
sullivan county,new york,79806,63393.0,ny,36105
tioga county,new york,47980,64987.0,ny,36107
tompkins county,new york,105162,64260.0,ny,36109
ulster county,new york,182951,71040.0,ny,36111
warren county,new york,65618,68765.0,ny,36113
washington county,new york,60956,63869.0,ny,36115
wayne county,new york,90923,64152.0,ny,36117
westchester county,new york,997895,105387.0,ny,36119
wyoming county,new york,40491,60013.0,ny,36121
yates county,new york,24613,57635.0,ny,36123
alamance county,north carolina,173877,55078.0,nc,37001
alexander county,north carolina,36644,55041.0,nc,37003
alleghany county,north carolina,11049,38930.0,nc,37005
anson county,north carolina,22060,39862.0,nc,37007
ashe county,north carolina,26711,43938.0,nc,37009
avery county,north carolina,17864,46383.0,nc,37011
beaufort county,north carolina,44468,51894.0,nc,37013
bertie county,north carolina,17505,37571.0,nc,37015
bladen county,north carolina,29525,39259.0,nc,37017
brunswick county,north carolina,144215,64400.0,nc,37019
buncombe county,north carolina,271534,59699.0,nc,37021
burke county,north carolina,87611,48142.0,nc,37023
cabarrus county,north carolina,231278,75765.0,nc,37025
caldwell county,north carolina,80463,48549.0,nc,37027
camden county,north carolina,10835,68560.0,nc,37029
carteret county,north carolina,68541,61805.0,nc,37031
caswell county,north carolina,22714,53279.0,nc,37033
catawba county,north carolina,161723,57840.0,nc,37035
chatham county,north carolina,77889,76791.0,nc,37037
cherokee county,north carolina,29167,43319.0,nc,37039
chowan county,north carolina,13722,46288.0,nc,37041
clay county,north carolina,11309,47155.0,nc,37043
cleveland county,north carolina,100359,45646.0,nc,37045
columbus county,north carolina,50092,40562.0,nc,37047
craven county,north carolina,100674,56325.0,nc,37049
cumberland county,north carolina,335508,50746.0,nc,37051
currituck county,north carolina,29653,79416.0,nc,37053
dare county,north carolina,37826,69500.0,nc,37055
davidson county,north carolina,170637,53083.0,nc,37057
davie county,north carolina,43533,64657.0,nc,37059
duplin county,north carolina,48515,45744.0,nc,37061
durham county,north carolina,326126,67000.0,nc,37063
edgecombe county,north carolina,48359,41974.0,nc,37065
forsyth county,north carolina,385523,56830.0,nc,37067
franklin county,north carolina,71703,62332.0,nc,37069
gaston county,north carolina,230856,56819.0,nc,37071
gates county,north carolina,10366,51599.0,nc,37073
graham county,north carolina,8043,41977.0,nc,37075
granville county,north carolina,61986,60606.0,nc,37077
greene county,north carolina,20417,45766.0,nc,37079
guilford county,north carolina,542410,58646.0,nc,37081
halifax county,north carolina,48272,37832.0,nc,37083
harnett county,north carolina,135966,59676.0,nc,37085
haywood county,north carolina,62476,52063.0,nc,37087
henderson county,north carolina,116829,59928.0,nc,37089
hertford county,north carolina,21278,43523.0,nc,37091
hoke county,north carolina,53114,53456.0,nc,37093
hyde county,north carolina,4508,48577.0,nc,37095
iredell county,north carolina,191968,66824.0,nc,37097
jackson county,north carolina,43410,47989.0,nc,37099
johnston county,north carolina,226504,66026.0,nc,37101
jones county,north carolina,9255,42401.0,nc,37103
lee county,north carolina,64138,57674.0,nc,37105
lenoir county,north carolina,54706,41092.0,nc,37107
lincoln county,north carolina,89670,65399.0,nc,37109
mcdowell county,north carolina,44717,50615.0,nc,37111
macon county,north carolina,37564,48169.0,nc,37113
madison county,north carolina,21502,51396.0,nc,37115
martin county,north carolina,21754,41798.0,nc,37117
mecklenburg county,north carolina,1122276,73124.0,nc,37119
mitchell county,north carolina,14963,48320.0,nc,37121
montgomery county,north carolina,25798,50618.0,nc,37123
moore county,north carolina,102763,67440.0,nc,37125
nash county,north carolina,95176,52837.0,nc,37127
new hanover county,north carolina,229018,62362.0,nc,37129
northampton county,north carolina,17129,39764.0,nc,37131
onslow county,north carolina,206160,54732.0,nc,37133
orange county,north carolina,148884,79205.0,nc,37135
pamlico county,north carolina,12344,52124.0,nc,37137
pasquotank county,north carolina,40821,56510.0,nc,37139
pender county,north carolina,62815,65681.0,nc,37141
perquimans county,north carolina,13130,53138.0,nc,37143
person county,north carolina,39127,55759.0,nc,37145
pitt county,north carolina,172169,50422.0,nc,37147
polk county,north carolina,19656,55058.0,nc,37149
randolph county,north carolina,145172,51598.0,nc,37151
richmond county,north carolina,42724,38926.0,nc,37153
robeson county,north carolina,116328,36736.0,nc,37155
rockingham county,north carolina,91266,46993.0,nc,37157
rowan county,north carolina,148150,53600.0,nc,37159
rutherford county,north carolina,64586,45500.0,nc,37161
sampson county,north carolina,58990,45127.0,nc,37163
scotland county,north carolina,34227,39866.0,nc,37165
stanly county,north carolina,63425,56462.0,nc,37167
stokes county,north carolina,44553,52637.0,nc,37169
surry county,north carolina,71152,50881.0,nc,37171
swain county,north carolina,14136,48608.0,nc,37173
transylvania county,north carolina,33165,57830.0,nc,37175
tyrrell county,north carolina,3254,40938.0,nc,37177
union county,north carolina,243648,88465.0,nc,37179
vance county,north carolina,42185,45243.0,nc,37181
wake county,north carolina,1150204,88471.0,nc,37183
warren county,north carolina,18762,39588.0,nc,37185
washington county,north carolina,10892,32937.0,nc,37187
watauga county,north carolina,54234,48786.0,nc,37189
wayne county,north carolina,116835,49488.0,nc,37191
wilkes county,north carolina,65806,46079.0,nc,37193
wilson county,north carolina,78369,47348.0,nc,37195
yadkin county,north carolina,37192,51348.0,nc,37197
yancey county,north carolina,18757,45324.0,nc,37199
adams county,north dakota,2167,52896.0,nd,38001
barnes county,north dakota,10806,64016.0,nd,38003
benson county,north dakota,5809,54375.0,nd,38005
billings county,north dakota,955,71375.0,nd,38007
bottineau county,north dakota,6390,68095.0,nd,38009
bowman county,north dakota,2903,76447.0,nd,38011
burke county,north dakota,2158,97802.0,nd,38013
burleigh county,north dakota,98933,76043.0,nd,38015
cass county,north dakota,186562,68718.0,nd,38017
cavalier county,north dakota,3662,60284.0,nd,38019
dickey county,north dakota,4897,58267.0,nd,38021
divide county,north dakota,2188,83438.0,nd,38023
dunn county,north dakota,4035,84459.0,nd,38025
eddy county,north dakota,2337,44958.0,nd,38027
emmons county,north dakota,3271,56713.0,nd,38029
foster county,north dakota,3364,71250.0,nd,38031
golden valley county,north dakota,1770,83295.0,nd,38033
grand forks county,north dakota,72705,57213.0,nd,38035
grant county,north dakota,2323,57200.0,nd,38037
griggs county,north dakota,2281,64196.0,nd,38039
hettinger county,north dakota,2430,62865.0,nd,38041
kidder county,north dakota,2369,52419.0,nd,38043
lamoure county,north dakota,4066,63594.0,nd,38045
logan county,north dakota,1883,53929.0,nd,38047
mchenry county,north dakota,5249,71612.0,nd,38049
mcintosh county,north dakota,2513,58056.0,nd,38051
mckenzie county,north dakota,13819,78442.0,nd,38053
mclean county,north dakota,9796,72324.0,nd,38055
mercer county,north dakota,8323,78547.0,nd,38057
morton county,north dakota,33611,75177.0,nd,38059
mountrail county,north dakota,9576,76520.0,nd,38061
nelson county,north dakota,3054,56724.0,nd,38063
oliver county,north dakota,1873,64148.0,nd,38065
pembina county,north dakota,6767,61795.0,nd,38067
pierce county,north dakota,3953,59803.0,nd,38069
ramsey county,north dakota,11572,55534.0,nd,38071
ransom county,north dakota,5675,67480.0,nd,38073
renville county,north dakota,2266,71218.0,nd,38075
richland county,north dakota,16560,62481.0,nd,38077
rolette county,north dakota,12048,49434.0,nd,38079
sargent county,north dakota,3829,67467.0,nd,38081
sheridan county,north dakota,1268,61125.0,nd,38083
sioux county,north dakota,3738,39755.0,nd,38085
slope county,north dakota,690,67614.0,nd,38087
stark county,north dakota,33046,70364.0,nd,38089
steele county,north dakota,1810,81354.0,nd,38091
stutsman county,north dakota,21576,54652.0,nd,38093
towner county,north dakota,2140,51912.0,nd,38095
traill county,north dakota,8003,73113.0,nd,38097
walsh county,north dakota,10469,59368.0,nd,38099
ward county,north dakota,69071,72227.0,nd,38101
wells county,north dakota,3905,58932.0,nd,38103
williams county,north dakota,38484,80142.0,nd,38105
adams county,ohio,27542,44467.0,oh,39001
allen county,ohio,101670,55114.0,oh,39003
ashland county,ohio,52316,58168.0,oh,39005
ashtabula county,ohio,97337,49680.0,oh,39007
athens county,ohio,62056,47061.0,oh,39009
auglaize county,ohio,46141,69315.0,oh,39011
belmont county,ohio,65849,54191.0,oh,39013
brown county,ohio,43662,59766.0,oh,39015
butler county,ohio,390234,72281.0,oh,39017
carroll county,ohio,26691,55954.0,oh,39019
champaign county,ohio,38699,62865.0,oh,39021
clark county,ohio,135633,54869.0,oh,39023
clermont county,ohio,209642,73013.0,oh,39025
clinton county,ohio,42004,57409.0,oh,39027
columbiana county,ohio,101310,51664.0,oh,39029
coshocton county,ohio,36618,49297.0,oh,39031
crawford county,ohio,41754,48449.0,oh,39033
cuyahoga county,ohio,1249387,55109.0,oh,39035
darke county,ohio,51597,57440.0,oh,39037
defiance county,ohio,38144,65779.0,oh,39039
delaware county,ohio,220740,116284.0,oh,39041
erie county,ohio,74852,60149.0,oh,39043
fairfield county,ohio,161064,77241.0,oh,39045
fayette county,ohio,28906,52964.0,oh,39047
franklin county,ohio,1321414,65999.0,oh,39049
fulton county,ohio,42450,65418.0,oh,39051
gallia county,ohio,29158,50773.0,oh,39053
geauga county,ohio,95565,90285.0,oh,39055
greene county,ohio,168412,75901.0,oh,39057
guernsey county,ohio,38287,48434.0,oh,39059
hamilton county,ohio,826139,63080.0,oh,39061
hancock county,ohio,74656,60828.0,oh,39063
hardin county,ohio,30621,52112.0,oh,39065
harrison county,ohio,14477,51993.0,oh,39067
henry county,ohio,27538,64513.0,oh,39069
highland county,ohio,43354,52376.0,oh,39071
hocking county,ohio,28097,56755.0,oh,39073
holmes county,ohio,44271,69454.0,oh,39075
huron county,ohio,58367,59049.0,oh,39077
jackson county,ohio,32511,50983.0,oh,39079
jefferson county,ohio,64789,49211.0,oh,39081
knox county,ohio,62897,64439.0,oh,39083
lake county,ohio,232023,70168.0,oh,39085
lawrence county,ohio,57445,48947.0,oh,39087
licking county,ohio,180401,72771.0,oh,39089
logan county,ohio,46035,64196.0,oh,39091
lorain county,ohio,315595,62390.0,oh,39093
lucas county,ohio,429191,53176.0,oh,39095
madison county,ohio,44386,72811.0,oh,39097
mahoning county,ohio,226762,50750.0,oh,39099
marion county,ohio,65291,51144.0,oh,39101
medina county,ohio,183092,82894.0,oh,39103
meigs county,ohio,22049,44113.0,oh,39105
mercer county,ohio,42309,68692.0,oh,39107
miami county,ohio,109264,66284.0,oh,39109
monroe county,ohio,13329,50503.0,oh,39111
montgomery county,ohio,535840,56543.0,oh,39113
morgan county,ohio,13682,44848.0,oh,39115
morrow county,ohio,35151,63411.0,oh,39117
muskingum county,ohio,86408,52224.0,oh,39119
